1.000000,254.915254,320.000000
1.016032,258.197425,321.711230
1.032064,261.565217,325.189189
1.048096,263.859649,326.956522
1.064128,267.377778,330.549451
1.080160,270.990991,332.375691
1.096192,273.454545,334.222222
1.112224,277.235023,337.977528
1.128257,279.813953,339.887006
1.144289,282.441315,341.818182
1.160321,285.118483,343.771429
1.176353,289.230769,345.747126
1.192385,292.038835,349.767442
1.208417,294.901961,351.812865
1.224449,300.800000,353.882353
1.240481,303.838384,355.976331
1.256513,306.938776,358.095238
1.272545,310.103093,360.239521
1.288577,313.333333,362.409639
1.304609,316.631579,364.606061
1.320641,318.306878,366.829268
1.336673,321.711230,369.079755
1.352705,325.189189,371.358025
1.368737,328.743169,373.664596
1.384770,330.549451,376.000000
1.400802,334.222222,378.364780
1.416834,336.089385,380.759494
1.432866,339.887006,383.184713
1.448898,341.818182,385.641026
1.464930,345.747126,385.641026
1.480962,347.745665,388.129032
1.496994,349.767442,390.649351
1.513026,353.882353,393.202614
1.529058,355.976331,395.789474
1.545090,358.095238,395.789474
1.561122,360.239521,398.410596
1.577154,362.409639,401.066667
1.593186,366.829268,403.758389
1.609218,369.079755,403.758389
1.625251,371.358025,406.486486
1.641283,373.664596,409.251701
1.657315,376.000000,412.054795
1.673347,378.364780,412.054795
1.689379,380.759494,414.896552
1.705411,383.184713,417.777778
1.721443,385.641026,417.777778
1.737475,388.129032,420.699301
1.753507,390.649351,423.661972
1.769539,393.202614,423.661972
1.785571,395.789474,426.666667
1.801603,398.410596,426.666667
1.817635,401.066667,429.714286
1.833667,403.758389,432.805755
1.849699,406.486486,432.805755
1.865731,406.486486,435.942029
1.881764,409.251701,435.942029
1.897796,412.054795,439.124088
1.913828,414.896552,442.352941
1.929860,417.777778,442.352941
1.945892,417.777778,445.629630
1.961924,420.699301,445.629630
1.977956,423.661972,448.955224
1.993988,426.666667,448.955224
2.010020,426.666667,452.330827
2.026052,429.714286,452.330827
2.042084,432.805755,455.757576
2.058116,432.805755,455.757576
2.074148,435.942029,459.236641
2.090180,439.124088,459.236641
2.106212,439.124088,462.769231
2.122244,442.352941,462.769231
2.138277,445.629630,466.356589
2.154309,445.629630,466.356589
2.170341,448.955224,470.000000
2.186373,448.955224,470.000000
2.202405,452.330827,470.000000
2.218437,455.757576,473.700787
2.234469,455.757576,473.700787
2.250501,459.236641,477.460317
2.266533,459.236641,477.460317
2.282565,462.769231,481.280000
2.298597,462.769231,481.280000
2.314629,466.356589,481.280000
2.330661,470.000000,485.161290
2.346693,470.000000,485.161290
2.362725,473.700787,489.105691
2.378758,473.700787,489.105691
2.394790,477.460317,489.105691
2.410822,477.460317,493.114754
2.426854,481.280000,493.114754
2.442886,481.280000,493.114754
2.458918,485.161290,497.190083
2.474950,485.161290,497.190083
2.490982,485.161290,501.333333
2.507014,489.105691,501.333333
2.523046,489.105691,501.333333
